OBJECTID,GEAR_NAME,HAUL_ID,CRUISE,HAUL_NAME,NET,FOCI_GRID,BOTTOM_DEPTH,HAUL_PERFORMANCE,MESH,LAT,LON,PURPOSE,PRIMARY_NET,MIN_GEAR_DEPTH,MAX_GEAR_DEPTH,VOLUME_FILTERED,GEOGRAPHIC_AREA,GMT_DATE_TIME,COMMENTS_HAUL,POLYGONAL_AREA,STATION_NAME,MONTH_,YEAR_,DAY_,SHIP_CRUISE_NAME,SHIP_NAME,COMMENTS_SAMPLES,species_name,COMMON_NAME_1,COMMENTS_SPECIMEN,LARVALCATCHPER1000M3,LARVALCATCHPER10M2,STAGE_NAME,SPECIES_NAME_1,SPECIES_CODE_ICHBASE,SPECIES_NAME_ICHBASE,COMMON_NAME_ICHBASE
1222,60BON,1NW02 29 1 60BON 1,1NW02,1,1,,3400,GOOD,333,58.00517,-174.9575,PLNKSURV,NPQ,0,200,331.2869,BS,2002-09-29 15:54,Volume filtered calculated by collecting agency.,,29,9,2002,29,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1223,60BON,1NW02 3 1 60BON 1,1NW02,1,1,,1000,GOOD,333,52.99117,-172.519,PLNKSURV,NPQ,0,200,9.97893,BS,2002-09-09 15:06,A BASIS Project; Station ID 20022003. Volume filtered provided by collecting agency.,,3,9,2002,9,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1224,60BON,1NW02 8 1 60BON 2,1NW02,1,2,,2000,QUEST,505,52.52117,-177.46919,PLNKSURV,Y,0,0,273.9498,BS,2002-09-13 18:56,No max gear depth. Volume filtered calculated by collecting agency.,,8,9,2002,13,SS02-01,Northwest Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1225,60BON,1WE10 44 2 60BON 1,1WE10,2,1,70M25,70,GOOD,505,58.1455,-169.92166,PLNKSURV,Y,0,60,118.52865,BS,2010-08-27 9:06,,,44,8,2010,27,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1226,60BON,2AK10 9 2 60BON 1,2AK10,2,1,,57,GOOD,333,57.15983,-170.4805,PLNKSURV,Y,0,47,243.15723,BS,2010-07-09 2:10,wire angle at max depth =52 degree Retrieval was paused for about 1 minute to wait for ship to turn,,9,7,2010,9,201001,Alaska Knight,,Gadus chalcogrammus,,,4.11257,1.93291,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1227,60BON,2AK11 17 2 60BON 1,2AK11,2,1,,92,GOOD,333,59.815,-173.51666,PLNKSURV,Y,0,92,186.37833,BS,2011-07-10 3:05,angle 50 deg.,,17,7,2011,10,AK11-02,Alaska Knight,,Gadus chalcogrammus,,,525.8122,483.74723,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1228,60BON,3MF02 31 2 60BON 1,3MF02,2,1,AX7,116,GOOD,505,55.05167,-165.09584,GRID,Y,0,106,219.03896,BS,2002-05-15 19:26,1 large jellyfish - Chrysaora melanaster 32 cm diameter removed and discarded from 60 cm bongo net 1.,787.95,31,5,2002,15,MF02-06,Miller Freeman,,Gadus chalcogrammus,,,109.56955,116.14372,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1229,60BON,4DY10 14 1 60BON 1,4DY10,1,1,,86,GOOD,505,55.99665,-163.0019,PLNKSURV,Y,0,76,144.8406,BS,2010-08-22 2:31,A BASIS Project; Station ID 20103014. Volume filtered provided by collecting agency.,,14,8,2010,22,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1230,60BON,4DY10 3 1 60BON 1,4DY10,1,1,,124,GOOD,505,55.50603,-166.1557,PLNKSURV,Y,0,114,218.3193,BS,2010-08-19 6:23,A BASIS Project; Station ID 20103003. Volume filtered provided by collecting agency.,,3,8,2010,19,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1231,60BON,4DY10 35 1 60BON 1,4DY10,1,1,,30,GOOD,505,58.99924,-163.9986,PLNKSURV,Y,0,20,29.85378,BS,2010-08-27 14:33,A BASIS Project; Station ID 20103035. Volume filtered provided by collecting agency.,,35,8,2010,27,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1232,60BON,4DY10 38 1 60BON 1,4DY10,1,1,,47,GOOD,505,57.99561,-164.0035,PLNKSURV,Y,0,36,76.02205,BS,2010-08-28 1:38,A BASIS Project; Station ID 20103038. Volume filtered provided by collecting agency.,,38,8,2010,28,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1233,60BON,4DY10 45 1 60BON 1,4DY10,1,1,,48,GOOD,505,58.00529,-165.0032,PLNKSURV,Y,0,42,80.46532,BS,2010-08-30 2:20,A BASIS Project; Station ID 20103045. Volume filtered provided by collecting agency.,,45,8,2010,30,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1234,60BON,4DY10 5 1 60BON 1,4DY10,1,1,,94,GOOD,505,56.00368,-165.0008,PLNKSURV,Y,0,85,160.2425,BS,2010-08-19 20:48,A BASIS Project; Station ID 20103005. Volume filtered provided by collecting agency.,,5,8,2010,19,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1235,60BON,6DY08 40 1 60BON 1,6DY08,1,1,,45,GOOD,505,59.50376,-168.00301,PLNKSURV,Y,0,37,61.45047,BS,2008-09-26 2:10,Nets full of Rhizosolenia with some small copepods and arrow worms,,40,9,2008,26,DY08-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1236,60BON,6DY08 6 1 60BON 1,6DY08,1,1,,64,GOOD,505,56.99967,-160.0213,PLNKSURV,Y,0,55,93.69045,BS,2008-09-13 2:06,1 150ml Melanster removed; several smaller Melanaster in sample bottle,,6,9,2008,13,DY08-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1237,60BON,1SS04 45 1 60BON 1,1SS04,1,1,,24,GOOD,505,59.50033,-166.0015,PLNKSURV,Y,0,21,8.82641,BS,2004-08-28 4:16,Calibration factor provided by collecting agency.,,45,8,2004,28,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1238,60BON,1SS04 65 1 60BON 1,1SS04,1,1,,54,GOOD,505,58.50183,-168.00183,PLNKSURV,Y,0,54,47.54714,BS,2004-09-02 19:22,Coccolith bloom area; special set. Calibration factor provided by collecting agency.,,65,9,2004,2,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1239,60BON,1SS04 66 1 60BON 1,1SS04,1,1,,41,GOOD,505,59,-168.00133,PLNKSURV,Y,0,34,37.22532,BS,2004-09-02 23:11,Bloom. Calibration factor provided by collecting agency.,,66,9,2004,2,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1240,60BON,1SS04 78 1 60BON 1,1SS04,1,1,,66,GOOD,505,58.999,-169.99916,PLNKSURV,Y,0,53,46.52469,BS,2004-09-06 1:43,In Coccolith. Bloom. Calibration factor provided by collecting agency.,,78,9,2004,6,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1241,60BON,1OC88 D033D 1 60BON 1,1OC88,1,1,,1219,GOOD,333,54.405,-168.1133,PLNKSURV,Y,0,203,286.00989,BS,1988-03-21 7:49,,,D033D,3,1988,21,,Oceanographer,,Gadus chalcogrammus,,,17.48191,35.48828,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1242,60BON,1SS04 9 1 60BON 1,1SS04,1,1,,60,GOOD,505,57,-159.99933,PLNKSURV,Y,0,60,61.24928,BS,2004-08-17 3:28,Calibration factor provided by collecting agency.,,9,8,2004,17,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1243,60BON,1SS04 94 1 60BON 1,1SS04,1,1,,47,GOOD,505,63.00117,-171.00417,PLNKSURV,Y,0,40,60.53288,BS,2004-09-14 1:21,Calibration factor provided by collecting agency.,,94,9,2004,14,SS04-01,Sea Storm,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1244,60BON,1SU94 104 2 60BON 1,1SU94,2,1,,69,GOOD,333,57.43,-169.21001,PLNKSURV,Y,0,60,124.61549,BS,1994-09-11 5:43,,,104,9,1994,11,SU94-06,Surveyor,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1245,60BON,1OC88 G006A 1 60BON 1,1OC88,1,1,,1176,GOOD,333,54.29833,-168.0233,GRID,Y,0,423,522.18481,BS,1988-03-18 3:52,,646.77,G006A,3,1988,18,,Oceanographer,,Gadus chalcogrammus,,,6694.94771,28319.62883,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1246,60BON,1OC88 G014A 1 60BON 1,1OC88,1,1,,1028,GOOD,333,54.635,-167.8483,GRID,Y,0,463,622.12329,BS,1988-03-18 23:20,Flowmeter revs > AVG + 2 SD.,720.16,G014A,3,1988,18,,Oceanographer,,Gadus chalcogrammus,,,88.40691,409.32401,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1247,60BON,1OC88 G016A 1 60BON 1,1OC88,1,1,,1756,GOOD,333,55.07167,-168.25169,GRID,Y,0,400,564.35999,BS,1988-03-19 4:12,Flowmeter revs > AVG + 2 SD.,705.2,G016A,3,1988,19,,Oceanographer,,Gadus chalcogrammus,,,497.90914,1991.63658,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1248,60BON,1OC88 G022A 1 60BON 1,1OC88,1,1,,2308,GOOD,333,54.28833,-168.9467,GRID,Y,0,407,540.29089,BS,1988-03-19 22:07,,742.32,G022A,3,1988,19,,Oceanographer,,Gadus chalcogrammus,,,962.44451,3917.14915,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1249,60BON,1OC88 G025A 1 60BON 1,1OC88,1,1,,1740,GOOD,333,54.845,-168.995,GRID,Y,0,389,530.09003,BS,1988-03-20 5:17,,785.43,G025A,3,1988,20,,Oceanographer,,Gadus chalcogrammus,,,113.18832,440.30257,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1250,60BON,1OC88 G043A 1 60BON 1,1OC88,1,1,,1206,QUEST,333,54.845,-168.0517,GRIDPOST,Y,0,341,619.48108,BS,1988-03-31 23:58,Flowmeter revs > AVG + 3 SD.,,G043A,3,1988,31,,Oceanographer,,Gadus chalcogrammus,,,8139.0702,27754.22939,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1251,60BON,3MF02 79 2 60BON 1,3MF02,2,1,BV1,1247,GOOD,505,53.65917,-167.70667,GRID,Y,0,300,382.97464,BS,2002-05-21 4:37,,,79,5,2002,21,MF02-06,Miller Freeman,,Gadus chalcogrammus,,,7.83342,23.50025,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1252,60BON,1WE10 26 2 60BON 1,1WE10,2,1,70M8,70,GOOD,505,57.2635,-165.73833,PLNKSURV,Y,0,63,102.94756,BS,2010-08-26 5:14,3 big jellies in 60bon net 2 - 2 big jellies in 60bon net 1; all rinsed and removed,,26,8,2010,26,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1253,60BON,1WE10 27 2 60BON 1,1WE10,2,1,70M9,69,GOOD,505,57.32167,-166.00583,PLNKSURV,Y,0,63,97.48139,BS,2010-08-26 6:37,,,27,8,2010,26,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1254,60BON,3MF06 13 2 60BON 1,3MF06,2,1,NRS3,91,GOOD,505,53.63183,-167.32066,PLNKSURV,Y,0,81,123.79668,BS,2006-05-10 21:43,,,13,5,2006,10,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,16.15552,13.08597,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1255,60BON,1WE10 133 2 60BON 1,1WE10,2,1,MN4,52,GOOD,505,59.89967,-169.80234,PLNKSURV,Y,0,42,82.97819,BS,2010-09-02 22:22,,,133,9,2010,2,WE10-08,Wecoma,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1256,60BON,5MF05 36 2 60BON 1,5MF05,2,1,K10,59,GOOD,505,56.81783,-160.22833,GRID,Y,0,50,66.49905,BS,2005-05-14 2:58,,761.0281,36,5,2005,14,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,2045.142,1022.571,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1257,60BON,2DY10 57 2 60BON 2,2DY10,2,2,AC7,62,GOOD,500,55.87783,-162.38001,GRID,Y,0,55,109.83808,BS,2010-05-11 17:36,,815.8054,57,5,2010,11,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,63.73017,35.0516,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1258,60BON,2DY10 62 3 60BON 2,2DY10,3,2,M2NORTH,70,GOOD,500,57.019,-164.21167,PLNKSURV,Y,0,62,120.8592,BS,2010-05-12 6:45,Nets finer than 500 may be clogging,,62,5,2010,12,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1259,60BON,2DY10 70 3 60BON 2,2DY10,3,2,BP46,28,GOOD,500,57.191,-170.11766,GRID,Y,0,21,50.0911,BS,2010-05-14 12:53,,662.1913,70,5,2010,14,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,139.74538,29.34653,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1260,60BON,2AR08 6 1 60BON 1,2AR08,1,1,,50,GOOD,333,58.64233,-168.4805,PLNKSURV,Y,0,43,73.67562,BS,2008-06-25 1:14,,,6,6,2008,25,200801,Arcturus,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1261,60BON,2DY10 74 3 60BON 2,2DY10,3,2,BY43,120,GOOD,500,56.606,-171.04067,GRID,Y,0,111,225.55612,BS,2010-05-14 22:17,,897.4291,74,5,2010,14,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,13.30046,14.76351,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1262,60BON,4DY10 538 1 60BON 1,4DY10,1,1,,98,GOOD,505,56.256,-165.9915,PLNKSURV,Y,0,88,232.3598,BS,2010-09-23 2:33,A BASIS Project; Station ID 20103538. Volume filtered provided by collecting agency.,,538,9,2010,23,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1263,60BON,4DY10 75 1 60BON 1,4DY10,1,1,,64,GOOD,505,58.0075,-166.9995,PLNKSURV,Y,0,55,102.951,BS,2010-09-12 19:52,A BASIS Project; Station ID 20103075. Volume filtered provided by collecting agency.,,75,9,2010,12,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1264,60BON,1BE11 37 1 60BON 1,1BE11,1,1,20118037,28,GOOD,505,61.499,-168.003,PLNKSURV,Y,0,18,41.22998,BS,2011-09-02 21:20,,,37,9,2011,2,1BE11,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1265,60BON,1ME08 55 2 60BON 1,1ME08,2,1,M8E,70,GOOD,333,62.203,-174.29683,PLNKSURV,Y,0,61,105.9328,BS,2008-09-01 6:42,Station also known as SL12A.,,55,9,2008,1,MGLN45MV,Melville,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1266,60BON,1ME08 57 2 60BON 1,1ME08,2,1,M8N,72,GOOD,333,62.42683,-174.69566,PLNKSURV,Y,0,64,106.89445,BS,2008-09-01 11:59,,,57,9,2008,1,MGLN45MV,Melville,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1267,60BON,1ME08 62 2 60BON 1,1ME08,2,1,70M53,70,GOOD,333,61.7335,-173.864,PLNKSURV,Y,0,65,113.13515,BS,2008-09-01 20:17,,,62,9,2008,1,MGLN45MV,Melville,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1268,60BON,2DY10 79 2 60BON 2,2DY10,2,2,,71,GOOD,500,56.50233,-169.57283,PLNKSURV,Y,0,62,120.41973,BS,2010-05-15 10:27,STN. BP37 UNDER ICE.  THIS STATION WAS AS CLOSE AS POSSIBLE TO BP37.  60BON NET 1 AND 20BON HAD LOW FLOW COUNTS AND CONTAINED BROWN ALGAE.  POSSIBLE PLUGGING.  ONE POLLOCK REMOVED FROM 60BON NET 1.,,79,5,2010,15,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,207.60718,128.71645,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1269,60BON,2DY10 84 3 60BON 2,2DY10,3,2,BV34,126,GOOD,500,56.06983,-170.00583,GRID,Y,0,118,248.38129,BS,2010-05-15 20:48,,739.8763,84,5,2010,15,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1270,60BON,2DY10 92 2 60BON 2,2DY10,2,2,BP28,156,GOOD,500,55.87183,-168.84383,GRID,Y,0,150,303.05396,BS,2010-05-16 16:44,,1076.72,92,5,2010,16,DY10-04,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1271,60BON,2DY09 12 2 60BON 1,2DY09,2,1,,2023,GOOD,333,54.9655,-168.75067,PLNKSURV,Y,0,601,945.78546,BS,2009-04-27 16:06,Flowmeter revs < AVG - 2 SD.,,12,4,2009,27,DY09-06,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1272,60BON,5DY09 4 1 60BON 1,5DY09,1,1,,44,GOOD,505,55.50033,-162.9987,PLNKSURV,Y,0,35,59.78984,BS,2009-09-04 15:07,A BASIS Project; Station ID 20093004. Volume filtered provided by collecting agency.,,4,9,2009,4,DY09-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1273,60BON,5DY09 48 1 60BON 1,5DY09,1,1,,104,GOOD,505,56.50617,-168.9968,PLNKSURV,Y,0,92,134.1588,BS,2009-09-19 16:21,A BASIS Project; Station ID 20093048. Volume filtered provided by collecting agency.,,48,9,2009,19,DY09-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1274,60BON,5DY09 54 1 60BON 1,5DY09,1,1,,65,GOOD,505,58.5005,-169.0017,PLNKSURV,Y,0,56,111.516,BS,2009-09-21 0:51,A BASIS Project; Station ID 20093054. Volume filtered provided by collecting agency.,,54,9,2009,21,DY09-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1275,60BON,1BE11 6 1 60BON 1,1BE11,1,1,20118006,89,GOOD,505,57.997,-170.998,PLNKSURV,Y,0,66,75.17284,BS,2011-08-22 18:25,,,6,8,2011,22,1BE11,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1276,60BON,1BE11 61 1 60BON 1,1BE11,1,1,20118061,19,QUEST,505,64.1,-161.502,PLNKSURV,Y,0,11,33.62793,BS,2011-09-12 8:16,wire angle 61 deg at depth.,,61,9,2011,12,1BE11,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1277,60BON,1BE11 73 1 60BON 1,1BE11,1,1,20118073,37,GOOD,505,64.001,-168.012,PLNKSURV,Y,0,30,53.15018,BS,2011-09-16 8:12,,,73,9,2011,16,1BE11,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1278,60BON,1BE11 86 1 60BON 1,1BE11,1,1,20118086,72,GOOD,505,57.502,-168.999,PLNKSURV,Y,0,63,100.99664,BS,2011-09-19 13:01,,,86,9,2011,19,1BE11,Bristol Explorer,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1279,60BON,5MF05 9 3 60BON 1,5MF05,3,1,AO004,48,QUEST,505,55.17916,-163.73584,GRID,Y,0,40,72.62574,BS,2005-05-11 3:11,Wire angle at 32 deg.,762.4553,9,5,2005,11,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,1156.61472,462.64589,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1280,60BON,5MF05 127 1 60BON 1,5MF05,1,1,BG7,289,GOOD,505,54.69033,-166.24249,GRID,Y,0,280,355.48627,BS,2005-05-19 9:45,Flowmeter revs < AVG - 2 SD.,757.2295,127,5,2005,19,MF05-07,Miller Freeman,,Gadus chalcogrammus,,,36.56963,102.39495,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1281,60BON,1ME08 19 2 60BON 1,1ME08,2,1,MN2,38,QUEST,333,59.90483,-168.61133,PLNKSURV,Y,0,38,65.69475,BS,2008-08-27 14:37,Wire angle at 34 deg.,,19,8,2008,27,MGLN45MV,Melville,,Gadus chalcogrammus,,,15.22192,5.78433,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1282,60BON,1OM06 21 1 60BON 1,1OM06,1,1,D8,215,QUEST,505,56.00617,-169.9615,GRID,Y,0,200,303.93253,BS,2006-06-25 9:17,OS06151. Flowmeter revs < AVG - 3 SD.,2708.464,21,6,2006,25,OS169,Oshoro Maru,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1283,60BON,1TT07 107 2 60BON 1,1TT07,2,1,M2-S,76,QUEST,333,56.66933,-163.86217,PLNKSURV,Y,0,71,128.52658,BS,2007-10-09 14:24,All 4 flowmeters spinning in the wind on deployment. 6 small jellies removed from 20bon net1 and ~15 from 60bon net1. Wire angle at 30 deg.,,107,10,2007,9,TN211,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1284,60BON,3MF06 47 2 60BON 1,3MF06,2,1,AU10,106,GOOD,505,55.38583,-164.93601,GRID,Y,0,96,144.29167,BS,2006-05-14 22:31,,771.3894,47,5,2006,14,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,159.39936,153.02339,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1285,60BON,3MF06 49 2 60BON 1,3MF06,2,1,AU04,46,QUEST,505,54.95083,-164.50783,GRID,Y,0,38,96.58214,BS,2006-05-15 2:34,Wire angle at 60 deg.,634.2234,49,5,2006,15,MF06-06,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1286,60BON,3MF08 50 1 60BON 1,3MF08,1,1,AX10,113,GOOD,500,55.26583,-165.2825,GRID,Y,0,103,147.37305,BS,2008-09-20 1:26,,838.3412,50,9,2008,20,MF08-10,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1287,60BON,3TT05 68 2 60BON 1,3TT05,2,1,70M08,76,GOOD,333,61.24117,-173.7115,PLNKSURV,Y,0,70,42.67385,BS,2005-05-22 1:10,Flowmeter revs < AVG - 2 SD.,,68,5,2005,22,TN179C,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1288,60BON,2DY12 194 1 60BON 1,2DY12,1,1,BY52,107,GOOD,505,57.26883,-171.672,GRID,Y,0,98,248.7789,BS,2012-06-01 7:14,,,194,6,2012,1,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,2359.52486,2312.33437,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1289,60BON,2DY12 70 1 60BON 1,2DY12,1,1,AF16,83,GOOD,505,56.42183,-163.4155,GRID,Y,0,74,143.2471,BS,2012-05-21 23:09,,,70,5,2012,21,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,439.79948,325.45161,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1290,60BON,DY14-05 20 2 60BON 2,DY14-05,2,2,MN2,70,GOOD,505,57.014,-164.2117,PLNKSURV,Y,0,61,110.81721,BS,2014-05-09 13:15,"Preserved 60 bon net 2 because 1 large crysaaura jellyfish in net 1. Sorted net 2 for fish larvae, but none present. 20bon revs look low, clogged? Lots of algae.",,20,5,2014,9,DY14-05,Oscar Dyson,,Gadus chalcogrammus,,,117.3103,71.55928,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1291,60BON,3DY12 11 4 60BON 1,3DY12,4,1,,56,QUEST,505,57.4915,-160.0228,GRID,Y,0,56,106.8517,BS,2012-08-21 14:35,wire angle at 31 deg.,,11,8,2012,21,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1292,60BON,3DY12 112 1 60BON 1,3DY12,1,1,,69,GOOD,505,56.99217,-170.013,GRID,Y,0,56,152.8172,BS,2012-09-14 20:22,,,112,9,2012,14,DY12-08,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1293,60BON,2DY12 175 1 60BON 1,2DY12,1,1,BV49,97,GOOD,505,57.17167,-171.0918,GRID,Y,0,89,208.0119,BS,2012-05-31 1:53,,,175,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,802.83868,714.52643,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1294,60BON,2DY12 176 1 60BON 1,2DY12,1,1,BV52,98,GOOD,505,57.3915,-171.315,GRID,Y,0,89,264.9788,BS,2012-05-31 3:31,,,176,5,2012,31,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,2143.56771,1907.77526,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1295,60BON,8MF07 16 2 60BON 1,8MF07,2,1,,995,QUEST,333,58.5162,-174.8354,PLNKSURV,Y,0,987,1222.25793,BS,2007-10-11 17:42,BON014.hex. No depth sounder in dataplot; marport mounted above seacat recorded 8 m off bottom at depth. Wire angles >50 until 150m on upcast. Removed 1-40cm lamprey from net 1 for L.Britt. Wire angle at 7 deg. Flowmeter revs < AVG - 3 SD.,,16,10,2007,11,MF07-12,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1296,60BON,8MF07 2 1 60BON 1,8MF07,1,1,,147,GOOD,333,54.85142,-165.66965,PLNKSURV,Y,0,139,239.90205,BS,2007-10-04,ascent rate 27-29 m/min at beginning of upcast; 10 m/min for last 10 m.,,2,10,2007,4,MF07-12,Miller Freeman,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1297,60BON,1TT06 84 2 60BON 1,1TT06,2,1,E4H4,545,GOOD,333,59.30133,-178.0235,PLNKSURV,Y,0,300,453.47846,BS,2006-05-04 13:09,,,84,5,2006,4,TN193,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1298,60BON,1TT07 111 2 60BON 1,1TT07,2,1,SEB13,66,GOOD,333,57.133,-163.79367,PLNKSURV,Y,0,61,156.92574,BS,2007-10-10 1:22,Several seconds at max depth before coming up. Several small jellies in 60bon net 1. Removed one.,,111,10,2007,10,TN211,Thomas G. Thompson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1299,60BON,3DY09 82 2 60BON 1,3DY09,2,1,BG16,139,GOOD,505,55.35417,-166.86333,GRID,Y,0,129,208.34003,BS,2009-05-17 7:22,,1528.511,82,5,2009,17,DY09-07,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
1300,60BON,2DY12 78 1 60BON 1,2DY12,1,1,AC16,80,GOOD,505,56.54283,-163.0243,GRID,Y,0,69,104.4222,BS,2012-05-22 13:09,,,78,5,2012,22,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,143.64762,99.11685,Larvae,Gadus chalcogrammus,168,Gadus chalcogrammus,Walleye Pollock
1301,60BON,2DY12 108 1 60BON 1,2DY12,1,1,Q19,54,GOOD,505,57.23983,-161.669,GRID,Y,0,43,76.763,BS,2012-05-24 14:13,,,108,5,2012,24,DY12-05,Oscar Dyson,,Gadus chalcogrammus,,,0,0,Larvae,,,,
